Ticker,Date,Title,Description,Source,URL
AAPL,2025-04-30 09:00:00+00:00,Apple earnings are coming. Here's what to watch,"Wall Street is about to find out just how far the Apple (AAPL) may fall from its trillion-dollar tree. As the Silicon Valley giant prepares to release its fiscal second-quarter earnings report on Thursday, the world’s most valuable tech company finds itself a…",Quartz India,https://qz.com/apple-q2-earnings-preview-tariffs-iphone-ipad-tim-cook-1851778363
AAPL,2025-04-30 08:50:49+00:00,AR Asset Management Inc. Has $63 Million Stock Position in Apple Inc. (NASDAQ:AAPL),"AR Asset Management Inc. lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.9% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 251,588 shares of the iPhone maker’s stock …",ETF Daily News,https://www.etfdailynews.com/2025/04/30/ar-asset-management-inc-has-63-million-stock-position-in-apple-inc-nasdaqaapl/
AAPL,2025-04-30 08:50:49+00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by Elite Wealth Management Inc.,"Elite Wealth Management Inc. decreased its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 17.5% during the 4th quarter, HoldingsChannel reports. The institutional investor owned 177,608 shares of the iPhone maker’s stock after selling 37,700 …",ETF Daily News,https://www.etfdailynews.com/2025/04/30/apple-inc-nasdaqaapl-shares-sold-by-elite-wealth-management-inc/
AAPL,2025-04-30 08:50:47+00:00,Apple Inc. (NASDAQ:AAPL) Stake Trimmed by Outfitter Financial LLC,"Outfitter Financial LLC decreased its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.9% in the fourth quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 21,155 shares of the iPhone maker’s stock a…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/apple-inc-nasdaqaapl-stake-trimmed-by-outfitter-financial-llc/
AAPL,2025-04-30 08:50:47+00:00,"Dahring Cusmano LLC Purchases Shares of 2,406 Apple Inc. (NASDAQ:AAPL)","Dahring Cusmano LLC acquired a new position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) during the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor acquired 2,406 shares…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/dahring-cusmano-llc-purchases-shares-of-2406-apple-inc-nasdaqaapl/
AAPL,2025-04-30 08:50:47+00:00,Boyd Watterson Asset Management LLC OH Reduces Holdings in Apple Inc. (NASDAQ:AAPL),"Boyd Watterson Asset Management LLC OH lowered its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.8% during the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 42,730 sha…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/boyd-watterson-asset-management-llc-oh-reduces-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-30 08:50:46+00:00,Indie Asset Partners LLC Decreases Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Indie Asset Partners LLC lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% during the fourth quarter, HoldingsChannel reports. The institutional investor owned 36,465 shares of the iPhone maker’s stock after selling 415 shares during the…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/indie-asset-partners-llc-decreases-stock-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-30 08:50:46+00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by Crumly & Associates Inc.,"Crumly & Associates Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.9% during the 4th quarter, HoldingsChannel.com reports. The firm owned 19,423 shares of the iPhone maker’s stock after selling 171 shares during the period. Apple ac…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/apple-inc-nasdaqaapl-shares-sold-by-crumly-associates-inc/
AAPL,2025-04-30 07:23:07+00:00,Is Apple Inc. (AAPL) A Stock That Should Double in 3 Years?,,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9a7fc338-b36c-433e-b997-a59ab92557aa
AAPL,2025-04-30 07:09:00+00:00,Technology Stocks To Watch Today – April 28th,"NVIDIA, Meta Platforms, and Apple are the three Technology stocks to watch today, according to MarketBeat’s stock screener tool. Error: Response status code does not indicate success: 429 (Too Many Requests). These companies had the highest dollar trading vol…",ETF Daily News,https://www.etfdailynews.com/2025/04/30/technology-stocks-to-watch-today-april-28th/
AAPL,2025-04-30 06:44:43+00:00,Apple (NASDAQ:AAPL) Shares Up 0.5% After Analyst Upgrade,Apple Inc. (NASDAQ:AAPL – Get Free Report)’s share price shot up 0.5% on Tuesday after Morgan Stanley raised their price target on the stock from $220.00 to $235.00. Morgan Stanley currently has an overweight rating on the stock. Apple traded as high as $212.…,ETF Daily News,https://www.etfdailynews.com/2025/04/30/apple-nasdaqaapl-shares-up-0-5-after-analyst-upgrade/
AAPL,2025-04-30 02:01:28+00:00,"Sources: Apple shuffles its global affairs division, including management of teams for Europe, India, and China, and changes Apple Music's leadership structure",,Biztoc.com,https://biztoc.com/x/c36708a48519ffa7
AAPL,2025-04-30 01:17:40+00:00,Apple Reshuffles Government Affairs and Music Divisions in Latest Changes,,Biztoc.com,https://biztoc.com/x/6f8c210205ff420b
AAPL,2025-04-29 22:34:24+00:00,"Big Tech, Big Data, Big Moves: Why This Week Could Be a Market Game-Changer","Speaking overall, the stock market hasn't changed course after last week's bounce; the upside momentum is still here, albeit acting a little tentative. One piece of news that may have helped move the market higher on Tuesday, though, was President Trump's dec…",Stockcharts.com,https://stockcharts.com/articles/chartwatchers/2025/04/big-tech-big-data-big-moves-wh-231.html
AAPL,2025-04-29 20:57:02+00:00,Visa Reports Better-Than-Expected Earnings and Announces $30B Stock Buyback,Visa reported fiscal second-quarter results that beat analysts’ expectations and announced a $30 billion stock buyback program.,Investopedia,https://www.investopedia.com/visa-earnings-q2-fy2025-11723624
AAPL,2025-04-29 19:02:26+00:00,"3 Reasons To Keep an Eye on Apple’s Stock, According to Experts","Apple (AAPL) is one of the biggest companies in the world, with a stock that many investors would love to own if they don't already. But where is the stock...",Yahoo Entertainment,https://finance.yahoo.com/news/3-reasons-keep-eye-apple-190226650.html
AAPL,2025-04-29 15:29:18+00:00,"US stock market today: Dow jumps 230 as Nasdaq slides and S&P stumbles; UPS cuts, Trump tariffs rattle Wall Street in worst 100-day start for markets in 50 years","US stock market today: Dow Jones today surged 230 points even as the S&P 500 slipped and the Nasdaq fell, wrapping up a wild day on Wall Street. Big headlines like UPS job cuts and Trump’s new China tariffs shook investors. With fears rising and major indexes…",The Times of India,https://economictimes.indiatimes.com/news/international/us/us-stock-market-today-dow-jumps-230-as-nasdaq-slides-and-sp-stumbles-ups-cuts-trump-tariffs-rattle-wall-street-in-worst-100-day-start-for-markets-in-50-years/articleshow/120736543.cms
AAPL,2025-04-29 14:33:10+00:00,White House blasts Amazon for 'hostile and political' tariff move,The White House is hitting back at Amazon over reports that it will show the impact of tariffs on prices of products it sells through its e-commerce store.,Yahoo Entertainment,https://finance.yahoo.com/news/white-house-blasts-amazon-for-hostile-and-political-tariff-move-143310190.html
AAPL,2025-04-29 14:33:10+00:00,Trump says Jeff Bezos 'solved the problem' after White House attacks Amazon on tariff price labeling plan,The White House is hitting back at Amazon over reports that it will show the impact of tariffs on prices of products it sells through its e-commerce store.,Yahoo Entertainment,https://finance.yahoo.com/news/trump-says-jeff-bezos-solved-the-problem-after-white-house-attacks-amazon-on-tariff-price-labeling-plan-143310019.html
AAPL,2025-04-29 13:54:58+00:00,Mag 7: What the technicals are saying about Big Tech stocks,"As four of the Magnificent Seven prepare to release earnings results this week — Microsoft (MSFT), Meta Platforms (META), Apple (AAPL), Amazon (AMZN) — the...",Yahoo Entertainment,https://finance.yahoo.com/video/mag-7-technicals-saying-big-135458838.html
AAPL,2025-04-29 12:07:23+00:00,My 10 Must-Own Dividend Stocks For Your Retirement Portfolio (One Yields 9.65%),"Analyst’s Disclosure: I/we have a beneficial long position in the shares of JNJ, PEP, O, CVX, AAPL, BLK, MSFT, V, ARCC, BRK.B, ALIZF either through stock ownership, options, or other derivatives. I wrote this article myself, and it expresses my own opinions. …",Biztoc.com,https://biztoc.com/x/1947c0d54e99e07f
AAPL,2025-04-29 10:49:46+00:00,5 Things to Know Before the Stock Market Opens,"U.S. stock futures are little changed as markets enter the week on a four-session winning streak and investors prepare for a crowded earnings calendar, including reports from Magnificent Seven firms Apple (AAPL), Amazon (AMZN), Microsoft (MSFT) and Meta Platf…",Biztoc.com,https://biztoc.com/x/f101b2453dccf3ba
AAPL,2025-04-29 09:46:08+00:00,"If the U.S. Avoids a Recession, the Mag 7 Will Win Big—and How to Trade While Waiting for Confirmati (Serhii Bondarenko)","Wall Street analysts expect the “Magnificent Seven” tech giants—Apple, Microsoft, Alphabet, Amazon, ...",Finextra,https://www.finextra.com/blogposting/28366/if-the-us-avoids-a-recession-the-mag-7-will-win-bigand-how-to-trade-while-waiting-for-confirmati
AAPL,2025-04-29 09:42:14+00:00,U.S Department of Justice Seeks to Cut Alphabet (GOOGL) Stock Down to Size,"There may be trouble ahead for Alphabet Inc. (GOOGL) stock. The long-standing tech giant, which dominates the global search market, is up against the U.S...",Yahoo Entertainment,https://finance.yahoo.com/news/u-department-justice-seeks-cut-094214799.html
AAPL,2025-04-29 07:02:53+00:00,Investors Asset Management of Georgia Inc. GA ADV Sells 302 Shares of Apple Inc. (NASDAQ:AAPL),"Investors Asset Management of Georgia Inc. GA ADV decreased its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 1.8% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The instit…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/investors-asset-management-of-georgia-inc-ga-adv-sells-302-shares-of-apple-inc-nasdaqaapl/
AAPL,2025-04-29 07:02:52+00:00,Apple (NASDAQ:AAPL) Price Target Raised to $235.00,"Apple (NASDAQ:AAPL – Free Report) had its price target upped by Morgan Stanley from $220.00 to $235.00 in a report published on Monday, Marketbeat Ratings reports. The brokerage currently has an overweight rating on the iPhone maker’s stock. A number of other…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-nasdaqaapl-price-target-raised-to-235-00/
AAPL,2025-04-29 07:02:52+00:00,Apple Inc. (NASDAQ:AAPL) Stock Holdings Lifted by Trinity Legacy Partners LLC,"Trinity Legacy Partners LLC lifted its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.9% during the 4th quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 43,843 shares of …",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-stock-holdings-lifted-by-trinity-legacy-partners-llc/
AAPL,2025-04-29 07:02:52+00:00,Nicholson Wealth Management Group LLC Has $2.49 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Nicholson Wealth Management Group LLC increased its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 16.0% in the 4th quarter, Holdings Channel.com reports. The institutional investor owned 9,959 shares of the iPhone maker’s stock after buying …",ETF Daily News,https://www.etfdailynews.com/2025/04/29/nicholson-wealth-management-group-llc-has-2-49-million-stock-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-29 07:02:51+00:00,Cassaday & Co Wealth Management LLC Has $47.48 Million Holdings in Apple Inc. (NASDAQ:AAPL),"Cassaday & Co Wealth Management LLC lessened its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.2% during the 4th quarter, Holdings Channel.com reports. The firm owned 189,611 shares of the iPhone maker’s stock after selling 424 shares duri…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/cassaday-co-wealth-management-llc-has-47-48-million-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-29 07:02:50+00:00,One Day In July LLC Reduces Stake in Apple Inc. (NASDAQ:AAPL),"One Day In July LLC reduced its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.8% during the fourth quarter, HoldingsChannel.com reports. The institutional investor owned 41,618 shares of the iPhone maker’s stock after selling 1,188 shares during the…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/one-day-in-july-llc-reduces-stake-in-apple-inc-nasdaqaapl/
AAPL,2025-04-29 07:02:50+00:00,Apple Inc. (NASDAQ:AAPL) is JLB & Associates Inc.’s Largest Position,"JLB & Associates Inc. decreased its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.6% in the fourth quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 168,253 shares of the iPhone maker’s stock after selli…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-is-jlb-associates-inc-s-largest-position/
AAPL,2025-04-29 07:02:50+00:00,Apple Inc. (NASDAQ:AAPL) is Legacy Capital Group California Inc.’s Largest Position,"Legacy Capital Group California Inc. trimmed its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.8% in the 4th quarter, according to its most recent disclosure with the SEC. The fund owned 127,565 shares of the iPhone maker’s stock after sel…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-is-legacy-capital-group-california-inc-s-largest-position/
AAPL,2025-04-29 07:02:49+00:00,Compass Capital Corp MA ADV Acquires New Holdings in Apple Inc. (NASDAQ:AAPL),"Compass Capital Corp MA ADV purchased a new position in Apple Inc. (NASDAQ:AAPL – Free Report) during the 4th quarter, Holdings Channel reports. The institutional investor purchased 39,648 shares of the iPhone maker’s stock, valued at approximately $9,334,000…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/compass-capital-corp-ma-adv-acquires-new-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-29 07:02:49+00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by Tandem Investment Advisors Inc.,"Tandem Investment Advisors Inc. lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% during the fourth quarter, according to its most recent 13F filing with the SEC. The firm owned 7,252 shares of the iPhone maker’s stock after selling 270 shar…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-shares-sold-by-tandem-investment-advisors-inc/
AAPL,2025-04-29 07:02:49+00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by WP Advisors LLC,"WP Advisors LLC lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.1% in the 4th quarter, HoldingsChannel.com reports. The firm owned 172,195 shares of the iPhone maker’s stock after selling 5,599 shares during the quarter. Apple comprises about…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-shares-sold-by-wp-advisors-llc/
AAPL,2025-04-29 06:36:45+00:00,Promising Retail Stocks To Add to Your Watchlist – April 27th,"Tesla, Apple, and Microsoft are the three Retail stocks to watch today, according to MarketBeat’s stock screener tool. Error: Response status code does not indicate success: 429 (Too Many Requests). These companies had the highest dollar trading volume of any…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/promising-retail-stocks-to-add-to-your-watchlist-april-27th/
AAPL,2025-04-29 06:28:49+00:00,Apple (AAPL) Expected to Announce Quarterly Earnings on Thursday,"Apple (NASDAQ:AAPL – Get Free Report) is expected to be issuing its Q2 2025 quarterly earnings data after the market closes on Thursday, May 1st. Analysts expect the company to announce earnings of $1.61 per share and revenue of $94.04 billion for the quarter…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-aapl-expected-to-announce-quarterly-earnings-on-thursday/
AAPL,2025-04-29 05:43:05+00:00,Apple (NASDAQ:AAPL) Stock Price Down 0.2% Following Insider Selling,"Apple Inc. (NASDAQ:AAPL – Get Free Report) was down 0.2% during trading on Monday following insider selling activity. The company traded as low as $208.73 and last traded at $208.89. Approximately 11,001,366 shares traded hands during trading, a decline of 81…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/apple-nasdaqaapl-stock-price-down-0-2-following-insider-selling/
AAPL,2025-04-29 05:22:49+00:00,Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU) Short Interest Update,"Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU – Get Free Report) was the target of a large increase in short interest during the month of April. As of April 15th, there was short interest totalling 506,900 shares, an increase of 98.3% from the March 31st to…",ETF Daily News,https://www.etfdailynews.com/2025/04/29/direxion-daily-aapl-bull-2x-shares-nasdaqaapu-short-interest-update/
AAPL,2025-04-28 23:23:14+00:00,"Stock market today: Dow, S&P 500, Nasdaq futures drift higher as investor weigh promised auto tariff relief",The White House plans to soften some auto tariff as Wall Street gears up for a wave of earnings reports and economic data.,Yahoo Entertainment,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-drift-higher-as-investor-weigh-promised-auto-tariff-relief-232314991.html
AAPL,2025-04-28 22:20:14+00:00,Is Apple Inc. (AAPL) the Best Stock to Buy According to Billionaire Warren Buffett?,,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_93b5a294-b212-4d65-aac3-814bb6d852f9
AAPL,2025-04-28 20:47:49+00:00,"Consumers get ahead of tariffs, Morgan Stanley hikes AAPL price target to $235",Morgan Stanley hiked its Apple stock price target to $235 because instability created by the Trump administration's tariffs may be a boon to Apple's bottom line — at least in the short term.iPhone 16 Pro Max could have seen a sale bump in early 2025Even after…,AppleInsider,https://appleinsider.com/articles/25/04/28/consumers-get-ahead-of-tariffs-morgan-stanley-hikes-aapl-price-target-to-235
AAPL,2025-04-28 20:15:47+00:00,Morgan Stanley raises Apple target to $235,"On April 28, 2025, Morgan Stanley raised its price target for Apple to $235 from $220, maintaining an Overweight rating, signaling strong…
The post Morgan Stanley raises Apple target to $235 appeared first on MacDailyNews.",Macdailynews.com,https://macdailynews.com/2025/04/28/morgan-stanley-raises-apple-target-to-235/
AAPL,2025-04-28 15:24:27+00:00,Stock Market Today: Dow Jones Up As Indexes Seek More Gains; Biotech Soars On Key Approval (Live Coverage),"The Dow Jones Industrial Average rose Monday as indexes sought to add to last week's powerful gains. Dow components on the Magnificent Seven — Apple (AAPL), Amazon.com (AMZN) and Microsoft (MSFT) — were mixed as earnings loom. Meanwhile, Boeing (BA) benefited…",Biztoc.com,https://biztoc.com/x/5e8de8c18275547d
AAPL,2025-04-28 13:47:44+00:00,The Dow jumps 300 points as tariff chaos brews with Big Tech earnings up next,"U.S. stocks rose Monday as investors geared up for a busy day of earnings across sectors, from pizza to semiconductors and sanitation.",Yahoo Entertainment,https://finance.yahoo.com/news/tariff-chaos-brews-big-tech-122126671.html
AAPL,2025-04-28 13:44:51+00:00,Analyst Says It’s Going to Be a ‘Rough’ Year for Apple (AAPL) Amid Tariff Impact,"We recently published a list of 10 Stocks Analysts are Talking About Amid Trump’s Tariff War. In this article, we are going to take a look at where Apple Inc...",Yahoo Entertainment,https://finance.yahoo.com/news/analyst-says-going-rough-apple-134451682.html
AAPL,2025-04-28 13:30:00+00:00,Stocks have had a good bounce. But here’s why this investment manager thinks lows will be retested.,Dan Niles worries that we’ve just seen a bear market rally and valuations are still too high,MarketWatch,https://www.marketwatch.com/story/stocks-have-had-a-good-bounce-but-heres-why-this-investment-manager-thinks-lows-will-be-retested-cac54561
AAPL,2025-04-28 12:47:00+00:00,"Nvidia, NXP, Domino's, Visa: Stocks to watch today","U.S. stocks were on track for a flat to slightly lower open Monday as investors geared up for a jam-packed week of earnings spanning pizza chains, semiconductor makers, and sanitation giants.Read more...",Quartz India,https://qz.com/nvda-nxp-dpz-v-dow-nasdaq-stocks-to-watch-april-28-1851778061
AAPL,2025-04-28 12:21:26+00:00,Tariff chaos brews as Big Tech earnings loom,"U.S. stocks were on track for a flat to slightly lower open Monday as investors geared up for a busy day of earnings across sectors, from pizza to semiconductors and sanitation.Read more...",Quartz India,https://qz.com/stocks-djia-sp500-nasdaq-apple-amazon-meta-nvidia-1851778060
AAPL,2025-04-28 11:52:28+00:00,5 Things to Know Before the Stock Market Opens,"News of the day for April 28, 2025",Investopedia,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-april-28-2025-11723054
AAPL,2025-04-28 11:00:00+00:00,Apple Stock Earnings Preview: Things To Consider Before The Next Report,Examine the key factors to watch before the next Apple earnings report to help you make informed decisions on AAPL.,Forbes,https://www.forbes.com/sites/investor-hub/article/apple-aapl-stock-earnings-things-to-consider/
AAPL,2025-04-28 07:38:13+00:00,Market Volatility Is About To Make An Explosive Return,"Analyst’s Disclosure: I/we have a beneficial long position in the shares of MSFT,AMZN,AAPL either through stock ownership, options, or other derivatives. I wrote this article myself, and it expresses my own opinions. I am not receiving compensation for it (ot…",Biztoc.com,https://biztoc.com/x/3533ca4cf89fb32b
AAPL,2025-04-28 07:08:51+00:00,Apple Inc. (NASDAQ:AAPL) Stake Lowered by Mattern Capital Management LLC,"Mattern Capital Management LLC lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% during the 4th quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 82,438 shares of the iPhone maker’s…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-stake-lowered-by-mattern-capital-management-llc/
AAPL,2025-04-28 07:08:51+00:00,WealthBridge Capital Management LLC Cuts Stock Position in Apple Inc. (NASDAQ:AAPL),"WealthBridge Capital Management LLC reduced its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.8% during the fourth quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor …",ETF Daily News,https://www.etfdailynews.com/2025/04/28/wealthbridge-capital-management-llc-cuts-stock-position-in-apple-inc-nasdaqaapl/
AAPL,2025-04-28 07:08:50+00:00,Citizens National Bank Trust Department Sells 91 Shares of Apple Inc. (NASDAQ:AAPL),"Citizens National Bank Trust Department lowered its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.1% during the fourth quarter, according to the company in its most recent filing with the SEC. The fund owned 123,342 shares of the iPhone maker’s stoc…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/citizens-national-bank-trust-department-sells-91-shares-of-apple-inc-nasdaqaapl/
AAPL,2025-04-28 07:08:50+00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by ING Groep NV,"ING Groep NV lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 40.4% during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 3,649,947 s…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-shares-sold-by-ing-groep-nv/
AAPL,2025-04-28 07:08:50+00:00,First National Bank & Trust Co. of Newtown Decreases Holdings in Apple Inc. (NASDAQ:AAPL),"First National Bank & Trust Co. of Newtown cut its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 5.6% in the fourth quarter, HoldingsChannel.com reports. The firm owned 142,097 shares of the iPhone maker’s stock after selling 8,408 shares during the q…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/first-national-bank-trust-co-of-newtown-decreases-holdings-in-apple-inc-nasdaqaapl/
AAPL,2025-04-28 07:08:50+00:00,Aspen Investment Management Inc Has $4.27 Million Stake in Apple Inc. (NASDAQ:AAPL),"Aspen Investment Management Inc lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 17,043 shares of the iP…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/aspen-investment-management-inc-has-4-27-million-stake-in-apple-inc-nasdaqaapl/
AAPL,2025-04-28 07:08:49+00:00,Apple Inc. (NASDAQ:AAPL) Position Lifted by Wealth Alliance,"Wealth Alliance increased its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 361,913 shares of the iPhone mak…",ETF Daily News,https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-position-lifted-by-wealth-alliance/
